"","StationCode","DateTimeStamp","Sal","RESULTS.VALID","RESULT.COMMENT","Year","Month","Day"
"296","GRBBR",2017-04-30 16:15:00,15,""," ",2017,4,30
"297","GRBBR",2017-04-30 16:30:00,15.2,""," ",2017,4,30
"298","GRBBR",2017-04-30 16:45:00,15.5,""," ",2017,4,30
"299","GRBBR",2017-04-30 17:00:00,15.7,""," ",2017,4,30
"300","GRBBR",2017-04-30 17:15:00,15.8,""," ",2017,4,30
"301","GRBBR",2017-04-30 17:30:00,15.8,""," ",2017,4,30
"302","GRBBR",2017-04-30 17:45:00,15.9,""," ",2017,4,30
"303","GRBBR",2017-04-30 18:00:00,15.7,""," ",2017,4,30
"304","GRBBR",2017-04-30 18:15:00,15.6,""," ",2017,4,30
"305","GRBBR",2017-04-30 18:30:00,15.4,""," ",2017,4,30
"306","GRBBR",2017-04-30 18:45:00,15.1,""," ",2017,4,30
"307","GRBBR",2017-04-30 19:00:00,15.5,""," ",2017,4,30
"308","GRBBR",2017-04-30 19:15:00,15.5,""," ",2017,4,30
"309","GRBBR",2017-04-30 19:30:00,15.4,""," ",2017,4,30
"310","GRBBR",2017-04-30 19:45:00,15,""," ",2017,4,30
"311","GRBBR",2017-04-30 20:00:00,14.7,""," ",2017,4,30
"312","GRBBR",2017-04-30 20:15:00,14.4,""," ",2017,4,30
"313","GRBBR",2017-04-30 20:30:00,13.2,""," ",2017,4,30
"314","GRBBR",2017-04-30 20:45:00,11.9,""," ",2017,4,30
"315","GRBBR",2017-04-30 21:00:00,10.8,""," ",2017,4,30
"316","GRBBR",2017-04-30 21:15:00,9.8,""," ",2017,4,30
"317","GRBBR",2017-04-30 21:30:00,8.4,""," ",2017,4,30
"318","GRBBR",2017-04-30 21:45:00,7,""," ",2017,4,30
"319","GRBBR",2017-04-30 22:00:00,6.5,""," ",2017,4,30
"320","GRBBR",2017-04-30 22:15:00,5.6,""," ",2017,4,30
"321","GRBBR",2017-04-30 22:30:00,4.7,""," ",2017,4,30
"322","GRBBR",2017-04-30 22:45:00,4.2,""," ",2017,4,30
"323","GRBBR",2017-04-30 23:00:00,3.7,""," ",2017,4,30
"324","GRBBR",2017-04-30 23:15:00,3.2,""," ",2017,4,30
"325","GRBBR",2017-04-30 23:30:00,2.9,""," ",2017,4,30
"326","GRBBR",2017-04-30 23:45:00,3.3,""," ",2017,4,30
"327","GRBBR",2017-05-01 00:00:00,3.8,""," ",2017,5,1
"328","GRBBR",2017-05-01 00:15:00,4.5,""," ",2017,5,1
"329","GRBBR",2017-05-01 00:30:00,4.7,""," ",2017,5,1
"330","GRBBR",2017-05-01 00:45:00,5.2,""," ",2017,5,1
"331","GRBBR",2017-05-01 01:00:00,5.6,""," ",2017,5,1
"332","GRBBR",2017-05-01 01:15:00,6.8,""," ",2017,5,1
"333","GRBBR",2017-05-01 01:30:00,8,""," ",2017,5,1
"334","GRBBR",2017-05-01 01:45:00,9.6,""," ",2017,5,1
"335","GRBBR",2017-05-01 02:00:00,10.9,""," ",2017,5,1
"336","GRBBR",2017-05-01 02:15:00,12.2,""," ",2017,5,1
"337","GRBBR",2017-05-01 02:30:00,12.7,""," ",2017,5,1
"338","GRBBR",2017-05-01 02:45:00,13.4,""," ",2017,5,1
"339","GRBBR",2017-05-01 03:00:00,13.8,""," ",2017,5,1
"340","GRBBR",2017-05-01 03:15:00,14.3,""," ",2017,5,1
"341","GRBBR",2017-05-01 03:30:00,14.6,""," ",2017,5,1
"342","GRBBR",2017-05-01 03:45:00,14.9,""," ",2017,5,1
"343","GRBBR",2017-05-01 04:00:00,15.2,""," ",2017,5,1
"344","GRBBR",2017-05-01 04:15:00,15.6,""," ",2017,5,1
"345","GRBBR",2017-05-01 04:30:00,15.8,""," ",2017,5,1
"346","GRBBR",2017-05-01 04:45:00,16,""," ",2017,5,1
"347","GRBBR",2017-05-01 05:00:00,16.1,""," ",2017,5,1
"348","GRBBR",2017-05-01 05:15:00,16.2,""," ",2017,5,1
"349","GRBBR",2017-05-01 05:30:00,16.3,""," ",2017,5,1
"350","GRBBR",2017-05-01 05:45:00,16.3,""," ",2017,5,1
"351","GRBBR",2017-05-01 06:00:00,16.3,""," ",2017,5,1
"352","GRBBR",2017-05-01 06:15:00,16.2,""," ",2017,5,1
"353","GRBBR",2017-05-01 06:30:00,16.2,""," ",2017,5,1
"354","GRBBR",2017-05-01 06:45:00,16.2,""," ",2017,5,1
"355","GRBBR",2017-05-01 07:00:00,16.2,""," ",2017,5,1
"356","GRBBR",2017-05-01 07:15:00,16.1,""," ",2017,5,1
"357","GRBBR",2017-05-01 07:30:00,16.1,""," ",2017,5,1
"358","GRBBR",2017-05-01 07:45:00,16.1,""," ",2017,5,1
"359","GRBBR",2017-05-01 08:00:00,15.8,""," ",2017,5,1
"360","GRBBR",2017-05-01 08:15:00,15.8,""," ",2017,5,1
"361","GRBBR",2017-05-01 08:30:00,15.7,""," ",2017,5,1
"362","GRBBR",2017-05-01 08:45:00,15,""," ",2017,5,1
"363","GRBBR",2017-05-01 09:00:00,14.2,""," ",2017,5,1
"364","GRBBR",2017-05-01 09:15:00,13.4,""," ",2017,5,1
"365","GRBBR",2017-05-01 09:30:00,12.4,""," ",2017,5,1
"366","GRBBR",2017-05-01 09:45:00,11.7,""," ",2017,5,1
"367","GRBBR",2017-05-01 10:00:00,10.6,""," ",2017,5,1
"368","GRBBR",2017-05-01 10:15:00,9.3,""," ",2017,5,1
"369","GRBBR",2017-05-01 10:30:00,9,""," ",2017,5,1
"370","GRBBR",2017-05-01 10:45:00,8.1,""," ",2017,5,1
"371","GRBBR",2017-05-01 11:00:00,6.5,""," ",2017,5,1
"372","GRBBR",2017-05-01 11:15:00,5.6,""," ",2017,5,1
"373","GRBBR",2017-05-01 11:30:00,5.1,""," ",2017,5,1
